FS_IntraCranial_Vol
FS_L_Rostralmiddlefrontal_Area
FS_L_Superiorfrontal_Area
FS_L_Superiorparietal_Area
FS_L_Superiortemporal_Area
FS_L_Supramarginal_Area
FS_L_Frontalpole_Area
FS_L_Temporalpole_Area
FS_L_Transversetemporal_Area
FS_L_Insula_Area
FS_R_Bankssts_Area
FS_R_Caudalanteriorcingulate_Area
FS_R_Caudalmiddlefrontal_Area
FS_R_Cuneus_Area
FS_R_Entorhinal_Area
FS_R_Fusiform_Area
FS_R_Inferiorparietal_Area
FS_R_Inferiortemporal_Area
FS_R_Isthmuscingulate_Area
FS_R_Lateraloccipital_Area
FS_R_Lateralorbitofrontal_Area
FS_R_Lingual_Area
FS_R_Medialorbitofrontal_Area
FS_R_Middletemporal_Area
FS_R_Parahippocampal_Area
FS_R_Paracentral_Area
FS_R_Parsopercularis_Area
FS_R_Parsorbitalis_Area
FS_R_Parstriangularis_Area
FS_R_Pericalcarine_Area
FS_R_Postcentral_Area
FS_R_Posteriorcingulate_Area
FS_R_Precentral_Area
FS_R_Precuneus_Area
FS_R_Rostralanteriorcingulate_Area
FS_R_Rostralmiddlefrontal_Area
FS_R_Superiorfrontal_Area
FS_R_Superiorparietal_Area
FS_R_Superiortemporal_Area
FS_R_Supramarginal_Area
FS_R_Frontalpole_Area
FS_R_Temporalpole_Area
FS_R_Transversetemporal_Area
FS_R_Insula_Area
